product_category,GRADE,total_production,total_profit,profit_margin_percentage,performance_status
326,S53C,52.4116561269263,16300.02505547408,34.48,"TOP Performer"
327,GRADE3,59.8508387556799,18374.20749799373,31.98,"TOP Performer"
328,SAE94B17H,62.7570815557518,21149.136484288356,32.37,"TOP Performer"
329,S48CS1V,57.4911127426559,8968.613587854321,14.44,"TOP Performer"
330,20MNCR5,55.7351644116712,12094.53067733265,24.38,"TOP Performer"
331,SUP11A,59.6917280590068,19877.345443649265,29.06,"TOP Performer"
332,38MNSIVS6,54.0834099943085,14656.604108457603,25.71,"TOP Performer"
333,SAE8720,52.7615638831127,12240.682820882146,26.42,"TOP Performer"
334,38MNVS6,54.3001426150296,19167.950343105447,26.82,"TOP Performer"
335,38MNS6,62.7570815557518,19266.424037615805,28.4,"TOP Performer"
336,DY7,55.8996477006016,18726.381979701535,38.64,"TOP Performer"
336,SAE1050,58.9374252552625,14203.919486518262,33.01,"TOP Performer"
337,12L14,52.7353197031441,17982.744018772137,47.1,"TOP Performer"
338,NITRAALLO,49.3156869881367,16422.12376704952,37.33,"TOP Performer"
339,SAE1141,55.8285184832345,19539.981469132075,36.42,"TOP Performer"
340,SCR420HV,56.0989872717548,21429.813137810335,41.7,"TOP Performer"
341,41CR4C,57.3430642992048,18235.094447147127,29.72,"TOP Performer"
342,SAE52100,55.3673339595634,11571.77279754875,21.46,"TOP Performer"
343,S53CG,52.2003398515898,17330.512830727814,46.76,"TOP Performer"
344,S53CG,52.9431858571941,17100.649031873694,33.47,"TOP Performer"
345,AISI430L,58.8096279249344,24405.995588847774,28.19,"TOP Performer"
346,SUP6,48.2671946693678,19065.54189440028,39.78,"TOP Performer"
347,S48C,57.5527060000834,9265.985666013426,18.48,"TOP Performer"
348,SAE52100,57.6894994121902,17941.434317191153,31.45,"TOP Performer"
349,S48C,54.4502446733686,12251.305051507936,29.11,"TOP Performer"
350,EN8D,55.6209415724791,16130.073056018939,31.56,"TOP Performer"
351,R16,52.91582049337,13387.70258482261,34.14,"TOP Performer"
351,S48CS1V,59.32754289272,12162.1462930076,23.03,"TOP Performer"
352,Unknown,53.9234413344437,11431.769562902065,21.33,"TOP Performer"
353,SUP11A,55.4436352817023,14359.901537960895,27.79,"TOP Performer"
354,S53CG,54.6144497463686,11578.263346230144,21.39,"TOP Performer"
355,C43,55.515823171882,13878.955792970499,25.3,"TOP Performer"
355,S45CP3,53.582134353501,9698.36631798368,20.73,"TOP Performer"
356,16MNCR5,54.1350971360753,16727.74501504727,34.64,"TOP Performer"
357,EN52,56.5233414295706,19104.889403194862,47.67,"TOP Performer"
358,S45C,58.6145028109788,12133.20208187261,26.64,"TOP Performer"
359,SCM420,54.8577992158949,21010.537099687746,26.71,"TOP Performer"
360,S45CQDS,62.7570815557518,13743.800860709645,25.14,"TOP Performer"
361,S35C,54.2691320254109,8357.446331913277,14.92,"TOP Performer"
362,SAE52100,56.5300328445473,14923.928670960488,32,"TOP Performer"
363,SAE52100,56.9439718689077,18222.070998050465,34.37,"TOP Performer"
364,SAE52100,52.729074879733,13920.475768249511,32.12,"TOP Performer"
365,38MNVS6,53.4095497428028,20028.58115355105,27.15,"TOP Performer"
366,SCR420HV,61.7184682406103,16355.39408376173,29.06,"TOP Performer"
366,16MNCR5,54.1863734145465,15280.557302902114,36.53,"TOP Performer"
367,20MNCR5,51.4971873126239,17663.535248229997,47.31,"TOP Performer"
368,SCM420HV,48.1300240186809,18385.669175136103,27.6,"TOP Performer"
369,41CR4,48.1300240186809,14727.787349716355,29.17,"TOP Performer"
370,38MNVS6,52.8281532469211,15267.336288360197,26.59,"TOP Performer"
371,SAE52100,53.455367424794,14539.859939543967,28.91,"TOP Performer"
372,20MNCR5,56.0138189463197,17756.380605983344,32.78,"TOP Performer"
373,SSR550,57.0092137107823,11458.851955867241,20.72,"TOP Performer"
374,SCM420HV,61.7821777610775,20882.376083244195,25.21,"TOP Performer"
375,SUP11,59.8736818898274,19758.31502364304,32.29,"TOP Performer"
376,S48C,51.1072526566764,9301.519983515105,17.32,"LOW Performer"
376,SAE1015,55.6647053655035,8850.688153115058,23.7,"LOW Performer"
376,SAE1015,57.5963880127815,8697.054589930007,24.79,"LOW Performer"
376,52CRMO2V,61.137936010965,33381.31306198689,32.46,"TOP Performer"
376,52CRMO2V,54.1159011087769,26408.55974108313,35.59,"TOP Performer"
376,52CRMO2V,62.7570815557518,24475.261806743205,29.41,"TOP Performer"
377,SCM420HV,62.7570815557518,24977.318459189217,28.92,"TOP Performer"
377,SAE52100,51.557360228928,15106.306547075903,31.4,"TOP Performer"
378,SAE9254,56.8157044396749,13806.216178841001,34.03,"LOW Performer"
378,SAE1050,54.5921501267817,12665.378829413356,36.71,"LOW Performer"
378,C45GPB,48.1300240186809,11503.075740464736,36.88,"LOW Performer"
378,AISI420,52.0434817288274,21598.044917463372,30.01,"TOP Performer"
378,SUP9M,55.1686140954822,19419.352161609735,32.09,"TOP Performer"
378,SUP9,56.0833377436022,17329.75136277308,27.74,"TOP Performer"
379,S45CS1QDS,54.9038255373644,13067.110477892727,31.27,"LOW Performer"
379,S48C,55.6434218104891,10071.459347698528,21.7,"LOW Performer"
379,S48CS1V,60.6753385453861,9404.677474534845,17.51,"LOW Performer"
379,38MNVS5,62.7570815557518,19454.695282283057,28.52,"TOP Performer"
379,SSR550,52.5448609911777,17655.073293035708,35.78,"TOP Performer"
379,ST523,54.5423596693322,15271.860707413016,39.55,"TOP Performer"
380,SUP6,62.5810939980707,18524.003823428928,29.39,"TOP Performer"
381,SCM435H,54.2813085239522,27520.623421643766,36.63,"TOP Performer"
381,16MNCR5D,48.5883737530117,16957.342439801083,41.01,"TOP Performer"
381,SAE52100,59.554131473085,12982.80066113253,30.19,"TOP Performer"
382,44MNSIVS6,52.8468124294121,15114.18835481186,24.51,"TOP Performer"
383,S48C,55.1944233436375,11425.245632132963,23.63,"TOP Performer"
384,38MNVS6,58.1852989607992,19492.07515186773,27.92,"TOP Performer"
385,36MNVS4,53.1530228246147,20517.066810301276,27.75,"TOP Performer"
386,41CR4,60.182891274515,20281.634359511554,47.2,"TOP Performer"
386,S48CS1V,57.1787398078167,13837.255033491641,29.55,"TOP Performer"
387,SAE52100,59.3477247172421,13412.585786096715,27.87,"TOP Performer"
388,SUP9,51.9669183799351,14914.505575041374,27.41,"TOP Performer"
389,430L,58.1335945666342,25520.648014752413,39.51,"TOP Performer"
390,S53CG,48.1300240186809,13476.406725230652,26.87,"TOP Performer"
391,15B41,55.9811293639491,19425.45188929034,47.73,"TOP Performer"
392,SUP6,62.7570815557518,24663.533051410457,38.76,"TOP Performer"
393,20MNCR5,62.7570815557518,20207.78026095208,41.02,"TOP Performer"
394,S53CG,53.6804115606122,13205.3812439106,31.26,"TOP Performer"
395,16MNCR5,49.8291836717747,13653.196326066269,37.53,"TOP Performer"
396,GRADE3,59.7286174632712,17381.02768181192,26.87,"TOP Performer"
397,S35C,57.1690955359546,11776.833680406648,19.09,"TOP Performer"
398,SAE9254,56.5893889816972,12958.970076808659,25.64,"TOP Performer"
399,R16,49.5069090128158,12228.206526165503,27.97,"LOW Performer"
399,41CR4C,60.5899967704228,19207.028976224028,33.65,"TOP Performer"
399,S35C,61.377179699643,13441.602354221817,20.17,"TOP Performer"
399,S48C,55.9216601968754,12750.138524887592,23.41,"TOP Performer"
400,GRADE3,48.1300240186809,12898.846437006481,31.2,"TOP Performer"
401,S48C,60.2632997555234,9461.338061617174,14.88,"TOP Performer"
402,38MNVS6,55.4956309289847,21365.81790765911,31.12,"TOP Performer"
403,SUP9M,60.312056797958,22677.33335603221,26.86,"TOP Performer"
404,SAE9254,59.7472022202131,12785.901275125603,29.48,"LOW Performer"
404,S48C,56.1398996316681,11620.959223755297,29.49,"LOW Performer"
404,S48C,52.2429475264922,9873.917082507027,19.4,"LOW Performer"
404,36MNVS4,60.8379275559403,23848.467601928598,42.42,"TOP Performer"
404,SCR420H,51.6686291702309,20150.765376390053,31.76,"TOP Performer"
404,SUP11AM,50.1981493297127,19025.098595961113,27.85,"TOP Performer"
405,S48CS1V,62.7570815557518,10919.732190700814,18.63,"LOW Performer"
405,S48CS1V,48.6299975572977,10844.489455277388,22.26,"LOW Performer"
405,SSR550,58.042028925656,18573.44925620992,44.44,"TOP Performer"
405,EN1A,56.9347827898903,18276.065275554785,32,"TOP Performer"
405,SUP6,57.5814738864397,14683.275841042125,18.31,"TOP Performer"
406,16MNCR5,54.2634634394488,18937.948740367632,40.39,"TOP Performer"
406,41CR4,57.266483618242,18210.741790600954,37.19,"TOP Performer"
407,GTD450,48.1300240186809,16845.508406538316,34.86,"TOP Performer"
407,22MN6,55.541093398545,12330.12273447699,27.65,"TOP Performer"
408,S48CS1V,55.8970694726849,13415.296673444376,26.46,"TOP Performer"
409,44MNSIVS6,60.2332938733311,19937.220272072595,36.57,"TOP Performer"
410,EN18D,53.3837028816233,14413.599778038291,25.84,"TOP Performer"
411,AISI435MOH,58.4355502023439,26529.73979186413,37.49,"TOP Performer"
412,38MNVS6,57.5147892705927,15011.359999624696,22.08,"TOP Performer"
412,S48CS1V,56.7298195283938,13558.426867286118,26.15,"TOP Performer"
413,41CR4,56.1365707166808,16840.97121500424,30.21,"TOP Performer"
413,S48C,53.3597338205561,12059.299843445679,24.97,"TOP Performer"
414,41CR4,54.8961452574484,15974.778269917486,30.44,"LOW Performer"
414,S53CG,57.383420754877,14804.922554758266,28.01,"LOW Performer"
414,51CRV4,55.9593582153353,18466.588211060647,43.31,"TOP Performer"
414,SAE9254,59.3823191768972,17517.784157184673,30.51,"TOP Performer"
414,EN18D,48.1300240186809,16460.468214388868,34.86,"TOP Performer"
415,S45CS1QDS,57.9082014399985,10307.659856319733,26.18,"LOW Performer"
415,SCM415HV,62.7570815557518,23094.606012516662,33.48,"TOP Performer"
415,38MNVS6,59.2564905383783,16947.356293976194,25.54,"TOP Performer"
415,SCM415,53.542304832924,16865.82602237106,30.26,"TOP Performer"
416,15B41M,56.7126020377862,14631.85132574884,31.58,"TOP Performer"
417,52CRMOV4,60.6038523054521,31635.210903445997,34.57,"TOP Performer"
418,SUP9,51.8129272868545,16994.64015008828,35.12,"TOP Performer"
418,16MNCR5,61.5501368933196,16003.035592263097,24.95,"TOP Performer"
419,SSR550,50.5409548102235,14202.008301672802,37.97,"TOP Performer"
420,SAE52100,54.011744654717,12044.61905800189,25.49,"TOP Performer"
421,SAE9310,48.1300240186809,15401.607685977888,30.19,"TOP Performer"
422,38MNS6,52.7011287541583,11225.340424635717,22.71,"TOP Performer"
423,S48C,50.8904499675617,8753.157394420612,17.77,"LOW Performer"
423,S48CS1V,54.0591640636545,8162.93377361183,14.05,"LOW Performer"
423,S48CS1V,50.7850344872416,8125.6055179586565,14.56,"LOW Performer"
423,AISI416,53.3555712147403,26357.65218008171,47.09,"TOP Performer"
423,AISI420,51.7812052645983,22783.73031642325,31.21,"TOP Performer"
423,SCM420H2V2,58.0584097375621,22642.77979764922,32.1,"TOP Performer"
424,S48CS1V,60.5405265232452,13379.456361637189,27.8,"TOP Performer"
424,S48CSIV,62.3280891193344,12091.649289150873,22.4,"TOP Performer"
425,SAE52100,48.1300240186809,16219.818094295462,31.47,"TOP Performer"
426,60SI7,57.2821376312969,16153.562812025726,26.33,"TOP Performer"
427,SUP11A,55.6047989929049,19795.308441474142,27.97,"TOP Performer"
428,SAE8720,51.1714140075709,10899.511183612602,25.85,"TOP Performer"
429,S48CS1V,50.2293975679574,7785.556623033397,14.85,"TOP Performer"
430,SUP11A,56.4300563944537,16138.996128813758,24.63,"TOP Performer"
431,SCM420HV,54.5242251321117,13958.201633820596,23.55,"TOP Performer"
432,SAE1050,54.3066144708564,9612.270761341584,28.92,"TOP Performer"
433,SCM420H2V2,54.6516427659624,15193.156688937548,22.44,"TOP Performer"
434,SSR550,51.2682015473347,12868.31858838101,27.73,"TOP Performer"
435,SUP11A,62.7570815557518,24914.561377633465,32.46,"TOP Performer"
436,16MNCR5,59.3924922380551,17877.140163654585,31.45,"TOP Performer"
437,S45CS1QDS,54.5057501422067,11119.173029010168,27.87,"TOP Performer"
437,S48CS1V,60.2050600172062,10716.500683062704,24.48,"TOP Performer"
438,SUP11A,61.5433426696918,19263.066255613536,22.53,"TOP Performer"
438,EN9,50.303715420146,17455.38925079066,38.3,"TOP Performer"
439,GTD450,48.1300240186809,12995.106485043843,27.44,"TOP Performer"
440,40CR4B,49.0124740149301,16321.153846971723,44.88,"TOP Performer"
441,SUP11A,62.7570815557518,21337.40772895561,33.3,"TOP Performer"
442,SAE1050,59.1176553721308,11941.766385170422,27.37,"TOP Performer"
442,S48CS1V,54.2208397893042,9705.530322285453,18.92,"TOP Performer"
443,AISI430L,55.6499970897395,19644.448972678045,29.99,"TOP Performer"
444,SUP6,62.7570815557518,23533.905583406926,29.64,"TOP Performer"
444,SUP9,56.3292019048446,15659.5181295468,29.99,"TOP Performer"
445,EN19,49.2987004816527,16465.765960872002,35.49,"TOP Performer"
446,SAE1018,53.9362832081379,8306.187614053237,19.85,"TOP Performer"
447,S48CS1V,59.3788169204277,12469.551553289817,22.48,"TOP Performer"
448,16MNCR5HH,56.9169512897295,15765.995507255071,25.41,"TOP Performer"
449,SUP9,51.5842185058996,14907.839148204985,24.16,"TOP Performer"
450,S48CS1V,57.7279214007438,8716.916131512315,20.35,"TOP Performer"
451,94B17H,56.8095234062211,15963.47607714813,26.36,"TOP Performer"
452,44MNSIVS6,50.3113482301917,18413.95345225016,29.42,"TOP Performer"
453,SAE15B41H,53.4407455272408,16833.83484108085,39.42,"TOP Performer"
454,SUP9,57.0273569861321,17393.34388077029,32.94,"TOP Performer"
455,SSR550,56.4585041057651,13888.792010018215,34.7,"TOP Performer"
456,C45,54.8334375353933,9431.351256087648,23.96,"TOP Performer"
457,S53CG,53.3151805001891,10663.03610003782,20.33,"TOP Performer"
458,EN1A,56.8286589850998,21538.061755352825,49.09,"TOP Performer"
458,SAE1541M,50.1483347867866,14994.352101249193,38.68,"TOP Performer"
459,SCR415HM,48.1300240186809,18000.628982986655,32.05,"TOP Performer"
459,SAE59254,52.8626239333966,16757.451786886722,44.46,"TOP Performer"
459,SUP11A,54.4963399490201,14441.530086490326,26.82,"TOP Performer"
460,S48CS1V,49.994145693161,11648.635946506514,22.84,"LOW Performer"
460,SUP11A,55.880505694934,17546.478788209275,23.29,"TOP Performer"
460,AISI410,49.3057035107706,17158.384821748168,32.55,"TOP Performer"
460,SCM415HV,57.8344434407631,15268.29306836146,32.8,"TOP Performer"
461,S48C,58.0858633339642,10513.54126344752,23.48,"LOW Performer"
461,S48CS1V,53.8861599535699,10400.02887103899,22.49,"LOW Performer"
461,S45CS1VQD,59.2530812099973,10310.036130539529,20.05,"LOW Performer"
461,SAE9254,59.9213740022241,17616.883956653885,26.92,"TOP Performer"
461,SCR420H,51.7417773020005,17436.97895077417,25.06,"TOP Performer"
461,EN8D,54.2811998376481,17207.14034853445,34.31,"TOP Performer"
462,S48CS1V,58.9352497059314,14380.20092824726,30.77,"TOP Performer"
462,SAE52100,48.1300240186809,14342.747157566908,37.25,"TOP Performer"
463,52CRMOV4,55.1865233275727,20198.26753789161,26.11,"TOP Performer"
464,S48CS1V,48.1300240186809,8422.754203269158,24.31,"TOP Performer"
465,16MNCR5H,54.6498450429025,14372.909246283358,24.86,"TOP Performer"
466,S40C,52.4347036548136,14524.412912383368,30.71,"TOP Performer"
467,S48CSIV,59.2466713862251,12086.320962789921,19.86,"TOP Performer"
468,GRADE3,48.1300240186809,11647.465812520777,31.27,"LOW Performer"
468,S48CS1V,55.336422397348,10513.920255496121,18.68,"LOW Performer"
468,SUP9,61.6984360498908,22766.722902409707,36.83,"TOP Performer"
468,51CRV4,56.5874307034024,18617.26470141939,36.8,"TOP Performer"
468,SAE1548,56.7304011262691,15827.78191422908,31.89,"TOP Performer"
469,20MNCR5,52.3137698850935,13392.325090583936,27.89,"LOW Performer"
469,S48C,62.7570815557518,12990.715882040624,27.13,"LOW Performer"
469,S48CS1V,59.9166327486295,12342.826346217678,28.53,"LOW Performer"
469,EN19,53.5021765796689,17548.713918131398,35.54,"TOP Performer"
469,60SI7,49.2214143839459,15800.074017246634,37.07,"TOP Performer"
469,51CRV4,56.9819643583681,15784.004127267965,27.24,"TOP Performer"
470,100CR6,50.1382442950546,10829.860767731792,30.38,"LOW Performer"
470,SAE8650,49.4030994451194,10819.27877848115,25.17,"LOW Performer"
470,SAE15B41,48.1300240186809,10299.825139997713,19.49,"LOW Performer"
470,SCM435,57.2291716352644,22834.439482470494,25.86,"TOP Performer"
470,SAE1141,59.2280703177396,20492.912329937903,33.33,"TOP Performer"
470,16MNCR5LSI,60.1804006899856,19919.712628385234,42.54,"TOP Performer"
471,20MNCR5,50.1849813612663,17464.373513720675,34.87,"TOP Performer"
472,20MNCR5,48.1300240186809,12850.7164129878,26.51,"LOW Performer"
472,S48C,62.5656743855772,10636.164645548124,16.67,"LOW Performer"
472,SAE1050,52.7401835189856,10126.115235645237,21.4,"LOW Performer"
472,EN353,59.8061438936187,23144.97768683044,36.41,"TOP Performer"
472,44MNSIVS6,57.9568759827751,22545.224757299515,33.45,"TOP Performer"
472,44MNSIVS6,56.8404122986267,22110.920384165787,30.85,"TOP Performer"
473,SAE52100,50.5865776826239,17502.95587818787,33.46,"TOP Performer"
474,40CR4C,60.7488260281942,21019.093805755194,48.8,"TOP Performer"
475,S45C,56.72417266178,10323.79942444396,25.71,"TOP Performer"
476,SSR550,53.7746346280404,12637.039137589494,29.41,"LOW Performer"
476,GRADE3,54.0805746113697,11735.484690667225,30.14,"LOW Performer"
476,SAE9254,57.8304713153204,17002.158566704198,27.2,"TOP Performer"
476,C15PBK,54.7754652683732,13748.641782361674,33.38,"TOP Performer"
476,S45CS1QDS,58.0299801644298,12766.595636174556,30.39,"TOP Performer"
477,SCM420HV,58.6228171105999,21221.459794037164,30.24,"TOP Performer"
477,16MNCR5,59.7901818015247,12316.777451114089,22.08,"TOP Performer"
478,S48C,58.1919738804097,11289.242932799481,27.25,"LOW Performer"
478,S35C,58.5799363772293,9958.589184128981,16.6,"LOW Performer"
478,S48C,51.3147836568417,9287.975841888347,23.06,"LOW Performer"
478,51CRV4,58.3244412919204,18897.11897858221,33.58,"TOP Performer"
478,N52,57.6640981102554,17529.885825517642,32.9,"TOP Performer"
478,16MNCR5,57.4319239086211,13209.342498982853,22.24,"TOP Performer"
479,S48CS1V,62.4043298982877,15601.082474571926,34.25,"TOP Performer"
479,38MNVS6,57.9698419980461,15419.977971480263,21.28,"TOP Performer"
480,SAE8319,54.6322853737813,19066.667595449675,44.46,"TOP Performer"
481,GRADE3,62.7570815557518,14496.885839378667,24.89,"TOP Performer"
482,SUP11,59.6007938998728,22588.70088805179,27.95,"TOP Performer"
482,SAE8720M,48.8095413436015,13715.481117552023,34.39,"TOP Performer"
483,S48C,62.7570815557518,15375.484981159192,34.65,"TOP Performer"
484,S48CS1V,55.8150070056171,12502.56156925823,23.65,"TOP Performer"
485,SAE1144,49.1263090639453,16162.555682038004,32.04,"LOW Performer"
485,100CR6,51.9912367675404,13465.730322792964,26.76,"LOW Performer"
485,C15M,52.9273631017845,10638.399983458685,22.84,"LOW Performer"
485,60SICR8,57.5899900354288,16989.047060451496,36.33,"TOP Performer"
485,SUP11A,62.7570815557518,16756.14077538573,19.13,"TOP Performer"
485,SCM420HV,53.7702400045021,16615.00416139115,21.09,"TOP Performer"
486,SCR420HV,54.3863551876223,18817.678894917317,26.33,"TOP Performer"
487,38MNVS6,53.2363334536458,15278.827701196344,29.14,"TOP Performer"
488,UC1,61.3850903698959,15960.123496172933,34.17,"TOP Performer"
488,SCM420HVC,53.4878163439633,15618.442372437285,28.38,"TOP Performer"
489,C45RPB,52.5116670796322,9399.588407254163,20.29,"TOP Performer"
490,41CR4,61.5868582088521,17613.841447731702,35.79,"TOP Performer"
491,S45C,56.5850207614902,12109.194442958902,29,"LOW Performer"
491,38MNVS6,56.3654905306866,22264.368759621208,42.38,"TOP Performer"
491,GRADE3,50.6748115746193,14999.744226087312,29.22,"TOP Performer"
491,C45RPB,56.565892275771,12501.06219294539,24.92,"TOP Performer"
492,15B41M,55.1620075950577,14066.311936739714,23.77,"TOP Performer"
493,SAE8650,54.3226359312683,11733.689361153953,22.2,"TOP Performer"
493,S45CS1QDS,59.9223374733985,10905.865420158527,21.31,"TOP Performer"
494,51CRV4,56.3931367150423,18271.376295673705,29.78,"TOP Performer"
494,SAE94B17H,56.8791770157627,16210.56544949237,35.32,"TOP Performer"
494,SAE8617H,55.0783636815579,16027.803831333349,35.62,"TOP Performer"
495,S35C,55.6508723919416,10462.36400968502,17.28,"TOP Performer"
496,SCM420HV,62.7570815557518,20458.808587175088,23.47,"TOP Performer"
496,SUP6,50.7941825906944,17371.610446017483,35.96,"TOP Performer"
496,S45CS1VQD,53.5009995184795,8506.65892343824,25.52,"TOP Performer"
497,SAE15B41H,56.9930986870674,13051.419599338435,32.07,"TOP Performer"
498,12L14,48.1300240186809,15882.907926164697,35.22,"TOP Performer"
499,SAE52100,53.9748870987169,15490.79259733175,30.66,"TOP Performer"
499,SAE8620,55.6167453249711,12291.300716818612,22.41,"TOP Performer"
500,GRADE3,52.5166320282746,12551.47505475763,27.99,"TOP Performer"
501,SCM415,51.5202444092383,19886.814341965983,45.52,"TOP Performer"
502,SCR420H,58.6223448032975,17938.437509809035,22.5,"TOP Performer"
503,S53CG,60.0547835528942,14593.312403353291,29.63,"TOP Performer"
504,SAE52100,60.5473582435545,19011.870488476114,43.37,"TOP Performer"
505,SCM420HV,62.113594431982,20994.394918009915,31.33,"TOP Performer"
505,16MNCR5,58.3151527199076,16036.666997974591,34.72,"TOP Performer"
506,SAE9254,60.078056337084,15920.68492932726,30.53,"TOP Performer"
506,S48C,62.30619104927,10342.82771417882,15.27,"TOP Performer"
506,C45MOD2,48.1300240186809,7700.803842988944,23.26,"TOP Performer"
507,SCM420,54.1619846118192,18956.69461413672,25.74,"TOP Performer"
508,S48CS1V,53.9068203022428,9379.786732590248,16.96,"LOW Performer"
508,S48CS1V,57.1652802324519,8631.957315100237,16.05,"LOW Performer"
508,S48CS1V,50.3287116493307,7851.279017295589,15.43,"LOW Performer"
508,42CRMO4,55.4735967170666,26682.800020909035,39.11,"TOP Performer"
508,42CRMO4,56.7591147754635,25938.91545238682,33.8,"TOP Performer"
508,DY7,62.7570815557518,24914.561377633465,41.57,"TOP Performer"
509,S48CS1V,51.4067426013678,12543.245194733743,22.34,"TOP Performer"
510,AISI1117,57.2053418608169,19106.584181512844,31.87,"TOP Performer"
510,45C8,54.3451470554215,17879.553381233673,40.82,"TOP Performer"
511,SAE52100,55.069756239347,16080.368821889324,37.92,"LOW Performer"
511,C45RPB,62.7570815557518,15375.484981159192,29.45,"LOW Performer"
511,16MNCR5H,48.1300240186809,13091.366533081204,35.01,"LOW Performer"
511,AISI434MNH,60.0799099851244,29318.99607274071,40.67,"TOP Performer"
511,2NI2CRMO,51.3462970078705,23003.141059525984,27.84,"TOP Performer"
511,AISI430L,57.339472619813,22362.39432172707,32.07,"TOP Performer"
512,41CR4,50.5958654703435,11890.028385530723,27.71,"LOW Performer"
512,S48CS1V,48.1300240186809,10107.305043922988,21.92,"LOW Performer"
512,S48C,60.3493930472672,9655.902887562752,16.13,"LOW Performer"
512,SCR420HN,53.0570743191511,21010.601430383835,32.73,"TOP Performer"
512,15B41,60.5577326101435,20347.398157008218,39.62,"TOP Performer"
512,SCR420H,54.8940164155798,20036.315991686628,35.27,"TOP Performer"
513,SAE9254,57.9112092600373,12219.265153867871,27.58,"TOP Performer"
514,SCM420HV,62.7570815557518,19517.45236383881,28.04,"TOP Performer"
514,S48CS1V,60.3002353750386,14713.257431509419,32.45,"TOP Performer"
514,S48CS1V,58.3293887159532,11899.195298054452,20.84,"TOP Performer"
515,41CR4,59.9794031112112,16494.33585558308,32.35,"TOP Performer"
516,R16,54.2745881305399,12428.880681893635,24.76,"TOP Performer"
517,GRADE3,58.364842827349,19610.587189989263,33.23,"TOP Performer"
518,GRADE3,53.1779003458149,11273.714873312758,20.08,"TOP Performer"
519,S45CSQDS1,61.5637148457426,9419.248371398618,19.59,"TOP Performer"
520,SAE52100,60.9081564450128,16201.569614373404,26.76,"TOP Performer"
521,SCR420,59.2988948518202,21466.199936358913,29.58,"TOP Performer"
522,SUP9,60.6880303143132,21969.06697378138,30.97,"TOP Performer"
523,S48CS1V,52.4556872058139,8025.7201424895275,15.64,"TOP Performer"
524,SUP11A,53.5296590413668,19913.03316338845,32.04,"TOP Performer"
525,S53CG,57.2625243680358,14315.631092008949,26.29,"LOW Performer"
525,16MNCR5,53.6960612983801,11437.261056554962,27.24,"LOW Performer"
525,S48CS1V,53.0388567350707,8910.527931491877,21.32,"LOW Performer"
525,DY7,57.6216709224842,17228.879605822774,29.26,"TOP Performer"
525,R16,56.2984883541798,16720.651041191402,33.9,"TOP Performer"
525,100CR6,58.9152631360714,15671.459994194993,31.82,"TOP Performer"
526,S53CG,51.0304120505153,10971.53859086079,28.86,"LOW Performer"
526,SAE1030,54.0631000206908,10488.241404014014,24.1,"LOW Performer"
526,S45CS1V,55.5793233463438,10337.754142419946,28.79,"LOW Performer"
526,SCM415HV,55.9861181584655,20546.90536415684,40.07,"TOP Performer"
526,20MNCR5,58.2010025650922,19322.73285161061,44.03,"TOP Performer"
526,SCM415HV,59.7057611567192,19284.9608536203,33.3,"TOP Performer"
527,AISI410,50.6709731468326,24575.421976213813,46.02,"TOP Performer"
528,AISI416,52.9160232124795,26299.263536602313,39.38,"TOP Performer"
528,EN19,60.2945802165211,21947.227198813678,35.41,"TOP Performer"
529,60SI7,53.7762805946407,15917.779056013647,27.59,"TOP Performer"
530,S48CS1V,59.873452187632,9879.11961095928,17.03,"LOW Performer"
530,S48CS1V,55.4358014229587,9479.522043325936,16.35,"LOW Performer"
530,S45CS1VQD,58.0257269659999,8877.936225797985,25.21,"LOW Performer"
530,SCR420H,56.7626091275349,18391.085357321306,30.2,"TOP Performer"
530,41CR4,54.8696713055643,16954.72843341937,28.24,"TOP Performer"
530,SCR420HV,51.5069002336588,14267.411364723486,25.02,"TOP Performer"
531,SCM420H,55.4823767974667,20861.37367584748,31.23,"TOP Performer"
531,45C8,51.0680646747017,16852.46134265156,45.45,"TOP Performer"
531,12L14,61.1004828942991,15275.120723574775,35.66,"TOP Performer"
532,SAE52100,60.5669147951604,13930.390402886893,26.32,"LOW Performer"
532,15B41,48.1300240186809,10781.125380184521,23.28,"LOW Performer"
532,S48CS1V,56.3550500010397,10369.329200191305,24.57,"LOW Performer"
532,56SICR7,62.7570815557518,20647.079831842344,32.1,"TOP Performer"
532,SAE9254,56.3888777217248,19510.55169171678,41.74,"TOP Performer"
532,SCM415,60.7439680592158,16279.383439869835,29.68,"TOP Performer"
533,SAE15B41,51.1880727895717,17813.449330770953,34.25,"TOP Performer"
533,16MNCR5H,54.8487170145319,15193.094613025336,36.79,"TOP Performer"
533,45C8,49.6501645193348,14646.798533203766,31.89,"TOP Performer"
534,S48C,58.8166398031313,11880.961240232524,23.71,"LOW Performer"
534,S48CS,51.4648618366653,10859.085847536378,21.38,"LOW Performer"
534,S48CS1V,48.9993411450424,8525.885359237378,20.59,"LOW Performer"
534,SUP9,52.9265958810364,20112.10643479383,31.25,"TOP Performer"
534,SCM420IYM,56.3534317062358,19441.933938651353,29.59,"TOP Performer"
534,SUP9,48.1300240186809,18866.969415322914,40.54,"TOP Performer"
535,SAE4140,62.7570815557518,21776.707299845875,40.49,"TOP Performer"
536,GRADE3,62.7570815557518,20082.266097840577,44.57,"TOP Performer"
536,SCM415,50.7418089574902,19434.112830718746,50.8,"TOP Performer"
